11.528,74.347,59.098,9.5418,9.378,16.085,12.246,4.6638,7.9328,19.916,20.664,14.864,27.466,-3.9764,0.96155,3.8931,22.382,6.3405,2.3666,1.3805,7.7978,4.6675,0.053795,0.29828,0.012721,0.010129,0.01012,162.55,31.58,24.714,11.64,22.268
21.521,96.924,36.488,8.0841,9.8432,31.694,11.375,3.8491,3.6086,19.651,21.56,12.191,23.003,-4.9338,0.91694,10.818,14.196,7.7988,1.7548,0.85876,3.9573,4.5704,0.051753,0.23732,0.0091422,0.0074706,0.010691,168.06,39.614,40.26,3.9381,20.28
20.623,78.945,66.948,9.2786,13.078,36.815,10.365,5.2137,6.7597,14.754,12.609,17.225,26.785,-3.1832,0.81523,6.5384,24.46,6.3274,1.4118,0.95393,4.5984,4.8243,0.02465,0.14632,0.011306,0.011684,0.014024,243.08,47.097,6.19E-05,4.96E-05,5.75E-05
14.04,112.17,40.671,9.9328,14.439,20.92,10.261,3.451,4.8852,6.7691,18.378,10.144,27.973,-5.0027,1.5031,11.162,17.974,7.8582,2.3808,2.2161,4.0081,6.0635,0.048274,0.13857,0.014645,0.012174,0.0075626,172.79,65.225,26.975,0.00042101,0.38745
14.663,66.195,37.042,7.2553,11.341,17.488,11.863,5.1208,8.4034,10.189,15.62,10.72,23.736,-2.7203,1.5672,8.7332,24.863,8.5044,1.9939,1.5173,6.4957,6.7623,0.035908,0.31129,0.011037,0.0067102,0.012076,189.75,24.258,0.00012023,9.53E-05,0.00010328
31.536,67.575,27.142,7.7379,10.353,40.179,11.822,3.9277,8.2797,15.2,10.465,7.3208,22.929,-3.7424,1.9676,9.732,21.106,5.6845,2.5181,1.9715,3.9504,4.2819,0.032152,0.20276,0.006128,0.010703,0.011545,207.35,36.853,0.0001178,9.01E-05,0.00010524
29.308,113.5,36.7,6.4331,15.864,32.395,11.799,4.2106,7.3612,16.708,9.7694,12.901,24.693,-2.3919,1.6145,7.2259,18.255,4.015,2.6258,2.2767,6.968,5.9102,0.061218,0.19635,0.014091,0.0089008,0.01331,147.43,49.198,48.44,18.246,26.787
24.305,93.276,61.165,4.76,13.437,31.827,10.282,5.0967,8.4861,18.238,21.704,11.009,21.443,-5.1409,1.9248,6.7267,10.876,5.9686,1.6452,1.6831,8.171,3.1083,0.025138,0.35684,0.0085365,0.0096214,0.011736,287.68,23.637,0.067804,6.24E-05,0.00012611
18.81,102.27,32.433,10.536,6.6284,18.088,8.3299,2.6699,6.8795,17.957,10.451,6.8201,28.285,-5.3014,0.94344,4.0997,9.793,3.4691,2.5761,0.95296,6.2366,4.2244,0.047648,0.16854,0.0065744,0.013416,0.014888,171.45,52.638,19.412,7.82E-05,0.00011519
21.856,67.272,66.126,5.1391,9.8772,26.431,12.365,1.8599,5.8633,17.508,12.618,8.828,25.225,-3.3371,1.3419,8.773,23.121,7.196,1.5249,2.3823,2.9877,3.8271,0.051064,0.3336,0.0089756,0.012172,0.012015,170.71,28.297,26.326,6.7749,21.854
13.142,77.799,34.339,10.374,9.7442,23.773,11.174,2.3488,8.2243,9.3817,18.216,10.663,12.67,-5.1857,1.3605,11.041,16.543,3.8594,1.1124,1.319,4.1063,5.0625,0.052585,0.26635,0.0055495,0.0053387,0.0057575,162.46,34.576,24.093,0.0014132,4.3371
28.258,70.069,65.826,10.32,6.3334,16.239,6.0641,4.4626,6.1226,12.926,13.728,14.769,23.091,-2.7659,1.3328,9.0189,21.537,8.2553,1.5193,2.2358,7.3626,4.9166,0.025701,0.33532,0.0097274,0.0099109,0.0060795,231.72,20.401,2.76E-05,2.30E-05,2.50E-05
10.876,76.889,49.871,10.731,14.271,26.762,12.665,2.6388,5.0335,17.692,20.079,16.088,23.436,-4.8189,1.0825,10.771,20.038,4.342,2.2679,2.2969,5.372,6.0593,0.033649,0.1537,0.0064384,0.0081104,0.0093111,208.78,50.881,5.59E-05,3.83E-05,4.61E-05
28.294,75.456,40.096,4.0304,16.103,35.634,6.8663,4.8011,3.9811,15.434,10.346,12.894,28.479,-4.527,0.81111,10.41,13.343,4.9815,1.7104,1.3153,6.147,6.6386,0.053129,0.1924,0.0098169,0.014537,0.0090003,162.69,48.418,23.278,0.072672,13.36
23.604,137.86,46.049,4.8854,12.666,21.768,13.013,3.2734,8.4308,12.026,17.004,12.114,19.946,-4.9552,2.2547,5.3031,9.6362,4.0733,2.5994,1.7045,5.454,4.7274,0.029924,0.15589,0.0083048,0.014271,0.010171,245.1,53.574,18.176,0.0002975,0.00043902
15.837,83.721,59.886,4.6125,9.4155,34.239,10.095,1.844,7.3929,12.67,9.0589,18.056,12.451,-4.2475,1.0647,6.5117,17.103,8.1203,2.3372,0.83906,4.5137,3.2793,0.028893,0.21643,0.0057337,0.010009,0.012094,227.09,34.398,4.55E-05,3.06E-05,3.72E-05
28.895,113.94,34.291,11.013,5.7307,38.451,13.061,3.0689,4.094,10.08,21.745,15.123,9.7168,-4.6591,2.0578,7.9558,16.209,5.9536,1.2454,1.2039,3.8832,6.4135,0.052126,0.15913,0.0077322,0.0067877,0.014455,165.88,58.637,50.934,0.00040309,16.752
14.009,86.713,64.04,4.2235,9.0494,23.648,6.8202,3.7472,8.5507,17.404,21.739,12.944,12.957,-4.5254,2.3989,4.4906,15.984,6.6162,1.8383,2.3392,8.0686,5.3465,0.043211,0.1837,0.0080316,0.0095633,0.0074009,191.16,49.183,22.455,0.00027169,7.5283
11.626,133.55,63.137,6.6248,10.342,16.204,6.5031,3.1849,3.1637,18.236,11.481,17.536,15.887,-4.3364,0.83815,9.768,9.7182,3.1473,2.4582,1.8315,4.0066,4.5346,0.04672,0.14338,0.013701,0.0099434,0.0072724,179.54,63.628,42.008,0.00042146,9.0225
12.218,134.28,34.695,10.72,11.918,23.063,12.749,4.352,3.336,18.07,21.59,11.535,27.889,-2.7689,1.3958,5.9006,10.517,3.0913,2.4884,1.8811,7.0701,4.8068,0.057069,0.16422,0.0071502,0.0063221,0.0079698,152.53,56.741,63.822,2.968,18.503
28.897,111.44,39.689,9.1318,7.4304,35.734,4.7325,2.1407,7.9478,18.1,19.685,17.225,24.718,-4.7955,1.9853,4.1887,11.605,3.821,1.4303,2.3077,2.9285,5.2616,0.057302,0.26135,0.0092521,0.013031,0.01216,156.49,36.894,57.657,11.506,28.687
31.98,60.484,59.826,4.3213,16.137,21.876,6.0896,5.1451,4.7879,16.049,13.136,13.619,23.912,-3.4646,1.6879,8.8948,16.123,8.596,1.2748,1.3318,5.0736,3.5779,0.041964,0.26926,0.0075916,0.0091506,0.010292,198.64,34.068,11.517,0.0027127,4.5714
22.539,74.982,68.743,6.4139,15.219,41.824,11.884,2.8413,7.824,8.7002,20.205,18.211,24.961,-4.0522,2.215,7.491,13.676,6.4438,2.6013,1.4191,5.3198,2.7585,0.055473,0.23291,0.011904,0.011513,0.01219,160.49,41.1,33.269,14.914,38.289
24.021,107.89,39.183,11.396,12.066,20.842,11.882,2.2412,5.2525,11.118,7.9196,18.715,12.463,-3.8567,1.8092,7.9475,10.438,6.1308,1.5167,1.682,2.998,6.43,0.050469,0.34808,0.0057418,0.013726,0.012782,171.59,26.993,53.104,0.1693,8.6354
29.146,108.07,38.817,8.1434,14.44,18.495,7.8469,4.5105,7.0667,16.385,13.156,15.389,27.585,-3.415,2.09,3.7998,9.4311,7.4826,2.6317,2.1718,8.5264,7.4865,0.050851,0.12691,0.013586,0.0076971,0.0070189,167.2,72.341,30.73,0.049577,4.2827
27.224,95.83,68.753,4.3133,6.8125,25.511,7.4388,2.4952,7.1368,18.561,10.416,7.7496,16.608,-4.3863,1.1813,7.9133,23.437,3.3598,2.3499,1.5659,4.7429,6.1369,0.032256,0.18161,0.012097,0.014951,0.01391,236.03,47.331,5.1188,8.97E-05,0.00016621
15.54,98.844,39.406,10.197,7.5901,43.381,5.9731,2.9711,7.6052,10.778,16.52,9.9704,23.382,-3.0061,2.0502,10.801,11.201,5.2188,0.91968,2.3801,4.5618,3.0564,0.062095,0.15083,0.0057289,0.011417,0.007142,140.45,61.461,42.574,0.0010823,20.67
13.796,72.72,47.133,3.8767,5.8092,29.334,5.7366,1.9288,8.7052,14.754,21.496,14.518,20.775,-5.5166,0.95782,10.159,11.063,3.3379,2.5382,1.5663,5.4874,4.0593,0.038613,0.22313,0.0086836,0.0065548,0.0073792,197.87,37.816,2.30E-05,9.81E-06,1.45E-05
23.249,64.316,43.087,5.2186,15.599,28.101,9.1157,4.6169,3.6159,17.068,16.867,12.792,26.773,-5.0456,1.3708,9.8069,20.802,5.0969,1.793,1.7465,7.1874,2.7119,0.034222,0.17743,0.009732,0.011318,0.014352,198.23,42.498,0.00017598,0.00014215,0.00016031
14.577,104.55,23.963,3.9157,10.413,23.433,5.034,3.0954,3.4469,16.749,7.4955,14.934,11.03,-4.7615,2.3074,7.9168,18.185,5.0403,2.6622,1.4492,5.9188,4.091,0.063547,0.26393,0.0086783,0.0091305,0.0099011,138.94,35.67,42.598,0.0040712,4.7607
15.365,132.14,35.41,4.5277,7.8229,36.282,6.017,2.6324,4.6782,10.459,21.509,17.344,17.309,-5.5302,1.2613,7.0591,10.975,6.5577,1.1792,1.8447,8.6651,6.6211,0.038025,0.20257,0.011269,0.011654,0.011847,210.32,43.857,34.916,3.71E-05,0.00018915
12.238,129.81,38.943,4.9891,12.995,18.723,9.5526,5.1815,7.828,19.436,16.026,11.231,16.004,-3.6959,1.8835,10.772,18.517,5.48,2.3153,1.5224,5.2147,7.3874,0.058459,0.25254,0.0074057,0.0065146,0.0073209,150.7,37.393,64.458,10.73,19.104
28.302,79.475,27.643,5.0012,6.1644,41.383,6.5074,5.0997,4.512,9.1398,15.061,17.59,28.26,-3.3004,2.2865,7.5625,21.514,5.0266,2.3628,0.9724,7.931,6.0637,0.028952,0.21924,0.012224,0.0059883,0.012046,207.55,31.021,2.48E-05,1.88E-05,2.17E-05
19.893,134.48,39.926,8.3115,7.541,37.009,11.905,2.6587,3.5527,20.041,21.73,12.621,23.835,-4.8909,0.82902,10.988,19.383,3.0295,1.0981,1.9262,8.4397,7.2212,0.03186,0.23376,0.0086194,0.011341,0.012187,244.38,37.714,40.076,5.17E-05,0.0010779
26.261,51.94,40.083,8.1174,7.8226,18.84,6.1133,3.7825,5.0322,11.788,11.697,11.554,27.602,-3.0823,1.0591,4.893,11.428,7.9339,1.6261,1.939,6.6426,3.4346,0.041723,0.23914,0.013633,0.0050742,0.014738,166.25,31.697,2.82E-05,2.39E-05,2.61E-05
20.419,107.74,28.298,5.6532,9.5649,17.169,4.5073,2.6646,4.7393,12.503,18.091,18.369,13.999,-1.9675,1.3635,3.8509,10.713,5.6827,0.95715,1.2521,6.2218,5.7954,0.061686,0.34356,0.012916,0.012077,0.0076415,145.01,27.889,42.595,4.1806,17.211
25.135,50.935,53.469,4.1102,5.9814,17.146,5.9522,4.686,7.3953,15.128,14.022,7.3197,13.616,-2.9447,1.6775,5.1881,13.91,7.6351,2.3298,1.0485,8.0162,3.3229,0.06036,0.24514,0.014692,0.01272,0.010461,145.99,38.423,10.875,2.0477,12.158
19.668,138.25,66.569,6.7291,7.6542,33.976,10.966,2.446,5.3516,8.9445,18.417,18.226,20.545,-3.9772,1.813,10.76,15.903,5.0314,1.88,1.5067,5.4297,4.1964,0.063571,0.26233,0.0086578,0.010939,0.0082099,143.05,37.034,78.375,15.602,50.649
13.426,112.95,66.873,9.9924,14.251,20.68,7.4816,2.0911,6.0866,15.53,12.679,15.819,10.256,-5.5888,0.99977,9.3456,17.339,7.16,1.6951,1.916,2.9789,6.0521,0.063902,0.27992,0.0092833,0.0056257,0.012154,141.23,34.39,58.133,25.274,28.608
19.788,138.59,30.641,6.6373,7.87,37.413,9.1942,4.7797,3.8242,17.236,16.389,8.2314,20.913,-5.7335,1.5181,7.1947,9.8568,5.8075,1.7743,1.3254,3.9812,7.4538,0.046625,0.15116,0.0061613,0.013934,0.010024,178.94,60.032,58.656,0.00052001,4.2054
14.572,68.331,47.072,7.6178,10.595,15.431,10.511,2.4588,8.6974,12.511,14.793,18.736,11.354,-5.4376,1.3996,6.2408,18.624,5.3066,2.429,0.86784,7.6717,2.5174,0.023289,0.15703,0.012662,0.012384,0.0079269,189.54,32.092,6.37E-06,5.89E-06,6.05E-06
21.883,136.93,42.636,8.0552,8.2975,42.233,10.445,2.729,5.1389,17.159,19.813,13.082,20.532,-5.2971,2.2829,8.4446,12.616,6.9762,2.4292,2.0458,3.0074,4.2563,0.060693,0.28369,0.012505,0.00668,0.0073366,149.5,34.323,65.248,19.95,52.652
12.521,54.121,53.849,10.463,5.9222,24.549,5.8617,2.6678,5.1191,13.431,14.265,7.4832,15.885,-3.105,1.5999,8.3928,17.709,3.9501,1.8067,1.9017,4.4402,7.1038,0.0503,0.14237,0.0080583,0.0096789,0.010579,152.21,57.763,0.00011287,8.56E-05,0.00010917
15.316,69.08,49.335,6.218,7.7917,17.068,7.8357,5.0009,5.6275,16.192,11.252,11.98,24.509,-5.4291,2.3449,5.2327,24.534,7.209,0.91342,0.85663,8.417,3.5113,0.043962,0.22279,0.013203,0.013713,0.011808,180.42,38.9,0.00020682,6.94E-05,9.22E-05
27.856,113.12,28.534,6.458,5.6775,15.798,6.8996,3.1511,8.0526,8.3543,9.7707,10.812,15.872,-4.6851,1.7895,4.9903,9.6682,3.8674,2.6702,2.0381,7.067,4.555,0.056956,0.36521,0.012735,0.011489,0.0095508,155.84,26.212,44.94,0.68411,11.787
29.77,107.49,34.107,10.914,7.2227,22.248,4.756,2.5202,3.4535,11.718,11.612,11.034,17.97,-4.2356,1.5816,10.057,10.526,3.9539,0.98493,0.96813,3.3133,4.0981,0.033791,0.14226,0.0081108,0.013167,0.0085148,203.12,53.973,0.00026673,0.00012559,0.00014664
28.394,135.92,27.798,4.8017,9.8586,38.976,11.904,5.028,4.3935,15.834,13.458,11.039,18.03,-4.0521,2.195,6.2168,24.685,7.4975,1.8174,1.0766,3.6623,4.8865,0.048585,0.33363,0.0097762,0.0087126,0.0077132,179.62,28.544,64.124,3.4551,28.362
22.765,127.01,57.899,7.579,10.416,19.788,7.0484,3.8077,6.715,19.93,10.426,15.902,11.309,-4.3639,2.3866,4.1607,10.621,8.246,1.7853,2.0621,3.3758,3.9543,0.053154,0.28209,0.0070589,0.013036,0.013884,165.96,33.797,69.755,11.238,19.52
30.509,82.322,60.2,6.8739,12.6,21.381,9.2215,3.1912,6.1095,16.197,9.4334,10.492,17.991,-5.4503,1.0585,7.2038,18.866,4.934,2.2865,1.1532,5.0067,7.3222,0.045496,0.22813,0.0075414,0.01467,0.0082944,186.18,40.565,28.357,0.14538,11.051
10.969,101.82,63.887,8.8515,15.462,42.282,4.545,2.1962,7.2386,16.726,12.626,15.103,23.421,-2.2335,0.91187,3.7788,14.175,3.7808,2.213,2.1473,5.6439,3.9684,0.06419,0.13825,0.0069934,0.010938,0.01449,138.09,67.929,50.698,11.683,24.907
25.009,62.689,68.819,6.5193,11.505,37.636,5.0869,3.25,8.8055,8.265,15.566,6.5803,12.264,-3.9327,1.9966,7.2347,17.918,7.5006,2.0221,0.87941,4.5592,5.9986,0.02772,0.3029,0.0099393,0.0063583,0.0063195,241.01,25.188,2.32E-05,1.80E-05,2.27E-05
21.552,58.034,57.613,8.5678,13.881,40.357,4.6742,4.8035,6.5985,11.854,12.011,15.519,26.858,-4.0291,2.2247,6.8152,18.446,4.8703,1.2641,1.1377,6.9626,3.8423,0.03246,0.15989,0.0098741,0.0079341,0.014071,204.2,46.228,2.54E-05,2.16E-05,2.55E-05
18.728,105.88,62.94,9.8319,6.7919,19.21,11.004,2.1753,3.0771,19.254,20.996,18.952,11.581,-5.8386,2.0455,10.025,8.7062,3.1689,1.1307,1.6145,6.7182,6.2084,0.037776,0.37238,0.0056109,0.011023,0.013099,217.12,24.495,42.356,0.0010629,7.0851
12.159,89.182,40.417,3.8005,14.247,23.976,11.16,2.2804,6.2346,8.659,13.719,12.974,17.326,-3.229,2.2515,6.4469,18.224,5.0023,2.1409,1.0558,4.4685,4.177,0.042836,0.36554,0.010428,0.011987,0.008507,192.1,24.734,18.01,0.00015083,0.00071674
