151.802,151.34999999999999
157.962,157.87
148.042,147.68000000000001
188.072,187.88
187.597,187.31999999999999
189.788,189.53999999999999
189.999,189.47
211.446,211.16999999999999
153.99,153.46000000000001
165.515,165.34999999999999
217.831,217.84999999999999
162.758,162.72999999999999
174.488,174.31
156.378,156.09999999999999
227.387,226.86000000000001
230.473,230.56999999999999
162.908,162.75999999999999
235.238,234.80000000000001
242.823,242.46000000000001
171.725,171.06999999999999
209.696,209.53
229.211,229.24000000000001
168.506,168.44
217.106,216.96000000000001
191.95,192.22
157.328,157.00999999999999
187.938,187.77000000000001
212.112,211.97
274.465,274.37
167.145,166.34
153.057,152.59
154.029,153.71000000000001
143.093,142.94
186.294,186.27000000000001
212.456,212.40000000000001
219.225,218.53999999999999
237.824,237.84
199.57,199.50999999999999
220.057,220.06
156.542,156.00999999999999
142.075,141.71000000000001
193.288,193.18000000000001
264.775,264.44
233.812,233.81999999999999
248.582,248.38999999999999
245.279,245.31999999999999
171.884,171.94
166.464,166.13
185.109,185.09
207.308,207.09
158.899,158.61000000000001
191.435,191.28
243.647,243.75999999999999
212.104,212.38999999999999
189.773,189.84999999999999
179.544,179.03
206.3,205.77000000000001
229.676,229.47999999999999
160.829,160.81
172.765,172.56999999999999
230.313,229.75999999999999
185.586,185.72
158.623,158.38999999999999
196.472,196.5
221.592,221.43000000000001
164.369,164.11000000000001
169.794,169.78
166.881,166.62
194.886,194.56999999999999
231.934,231.75999999999999
188.518,188.47
293.281,293.45999999999998
202.418,202.16
160.048,160.38
205.822,206.00999999999999
152.431,152.09
168.52,168.16
156.54,156.55000000000001
176.32,176.08000000000001
191.366,191.49000000000001
168.788,168.44
156.023,155.97
178.098,177.91999999999999
144.351,144.22
221.111,221.06999999999999
265.722,265.74000000000001
163.951,163.86000000000001
145.338,144.88
231.621,231.38999999999999
262.474,262.43000000000001
248.257,248.44
162.852,162.56
148.173,148.00999999999999
205.637,205.44
148.133,147.69
254.259,254.34
199.864,200.37
279.866,279.77999999999997
213.401,212.90000000000001
189.461,189.24000000000001
200.826,200.58000000000001
161.537,161.38
214.59,214.74000000000001
234.544,234.31
209.654,209.59
197.487,197.38
218.62,218.28
212.358,212.40000000000001
296.216,296.56
246.023,245.94
220.975,220.97999999999999
223.145,223.09999999999999
181.206,180.81
217.988,217.81999999999999
208.446,208.25999999999999
157.123,157.19999999999999
177.984,177.61000000000001
265.9,265.75
139.297,139.34
164.484,164.13999999999999
150.817,150.31
204.358,204.38
224.775,224.62
152.898,152.63
275.25,275.48000000000002
145.824,145.53
170.711,170.69999999999999
206.753,206.50999999999999
170.911,170.34999999999999
146.423,145.71000000000001
142.149,141.84999999999999
270.433,270.44999999999999
158.783,158.59
236.834,236.63999999999999
189.381,189.27000000000001
208.011,207.59
176.211,175.90000000000001
246.956,246.86000000000001
231.904,231.43000000000001
215.55,215.56
208.702,208.77000000000001
294.329,294.83999999999997
211.323,211.34999999999999
152.001,151.50999999999999
150.449,149.97999999999999
221.91,222.0
214.082,214.02000000000001
184.159,184.55000000000001
140.341,140.5
140.416,140.21000000000001
149.38,149.31
192.861,192.47
150.249,150.28
204.511,204.25999999999999
237.481,237.66999999999999
142.627,140.49000000000001
217.053,216.90000000000001
177.483,177.38
230.758,230.72999999999999
236.589,236.52000000000001
156.281,156.06999999999999
194.436,194.40000000000001
181.983,181.75999999999999
207.548,207.46000000000001
152.514,152.53
139.967,139.66999999999999
167.276,166.91999999999999
167.183,167.37
223.348,223.09999999999999
229.873,229.55000000000001
191.001,191.05000000000001
151.254,150.59
156.086,155.81
255.22,255.28
173.977,173.77000000000001
199.82,199.36000000000001
149.179,148.91999999999999
232.261,232.0
189.103,189.06
193.456,193.16
186.803,186.56999999999999
164.88,164.68000000000001
224.704,224.66999999999999
160.556,160.06999999999999
157.59,157.00999999999999
198.945,198.83000000000001
229.863,229.90000000000001
161.349,161.03
243.626,243.66999999999999
241.976,241.86000000000001
151.907,151.30000000000001
148.248,148.09
155.964,155.66999999999999
180.306,180.12
139.742,139.80000000000001
263.199,263.16000000000003
239.559,239.34
195.591,195.06
168.824,168.65000000000001
189.205,188.96000000000001
176.069,175.59999999999999
183.806,183.83000000000001
143.965,143.65000000000001
253.393,253.31999999999999
148.627,148.50999999999999
200.909,200.58000000000001
290.529,290.91000000000003
203.008,203.00999999999999
167.319,166.83000000000001
233.983,233.75999999999999
253.626,253.74000000000001
161.532,162.06
188.926,189.25999999999999
203.532,203.19999999999999
190.419,190.34
198.802,198.69
287.458,287.57999999999998
174.502,174.41
150.219,150.00999999999999
147.017,146.83000000000001
144.109,143.41999999999999
155.649,156.18000000000001
158.728,158.27000000000001
195.337,195.38999999999999
182.025,181.84
191.4,191.38
204.564,204.40000000000001
153.652,153.21000000000001
194.856,194.87
158.868,158.58000000000001
197.82,197.88
212.536,211.77000000000001
189.784,189.91999999999999
254.715,254.77000000000001
189.702,189.72999999999999
229.198,229.24000000000001
196.025,195.71000000000001
173.333,173.08000000000001
192.413,192.16
150.478,150.28
200.624,200.31
165.878,165.62
150.396,149.99000000000001
155.773,155.5
252.969,253.13999999999999
188.358,187.78
144.079,144.09999999999999
171.858,171.96000000000001
175.887,175.31
187.64,187.56999999999999
212.753,212.71000000000001
250.921,250.77000000000001
159.223,158.88
187.419,186.97999999999999
207.684,207.47
159.943,159.69
235.769,235.53999999999999
219.501,219.22
242.188,242.06
178.82,178.71000000000001
180.28,180.09
202.525,202.38999999999999
154.447,154.44
179.241,178.75999999999999
154.732,154.5
212.037,212.05000000000001
243.449,243.27000000000001
215.501,215.5
162.5,162.19999999999999
312.314,312.04000000000002
174.351,173.74000000000001
267.352,267.29000000000002
172.573,171.96000000000001
269.268,268.88999999999999
143.29,142.91999999999999
162.672,162.47
